"Date","Time (GMT)","Predicted (m)","Preliminary (m)","Verified (m)"
"2020/09/02","18:24","0.195","0.212","-"
"2020/09/02","18:30","0.196","0.209","-"
"2020/09/02","18:36","0.198","0.206","-"
"2020/09/02","18:42","0.199","0.21","-"
"2020/09/02","18:48","0.201","0.214","-"
"2020/09/02","18:54","0.202","0.217","-"
"2020/09/02","19:00","0.203","0.22","-"
"2020/09/02","19:06","0.205","0.228","-"
"2020/09/02","19:12","0.206","0.238","-"
"2020/09/02","19:18","0.208","0.251","-"
"2020/09/02","19:24","0.209","0.266","-"
"2020/09/02","19:30","0.21","0.284","-"
"2020/09/02","19:36","0.212","0.289","-"
"2020/09/02","19:42","0.213","0.285","-"
"2020/09/02","19:48","0.214","0.275","-"
"2020/09/02","19:54","0.216","0.28","-"
"2020/09/02","20:00","0.217","0.29","-"
"2020/09/02","20:06","0.218","0.286","-"
"2020/09/02","20:12","0.219","0.286","-"
"2020/09/02","20:18","0.221","0.288","-"
"2020/09/02","20:24","0.222","0.296","-"
"2020/09/02","20:30","0.223","0.303","-"
"2020/09/02","20:36","0.224","0.303","-"
"2020/09/02","20:42","0.225","0.302","-"
"2020/09/02","20:48","0.227","0.303","-"
"2020/09/02","20:54","0.228","0.308","-"
"2020/09/02","21:00","0.229","0.301","-"
"2020/09/02","21:06","0.23","0.304","-"
"2020/09/02","21:12","0.231","0.307","-"
"2020/09/02","21:18","0.232","0.308","-"
"2020/09/02","21:24","0.233","0.308","-"
"2020/09/02","21:30","0.234","0.307","-"
"2020/09/02","21:36","0.235","0.316","-"
"2020/09/02","21:42","0.236","0.312","-"
"2020/09/02","21:48","0.237","0.312","-"
"2020/09/02","21:54","0.238","0.316","-"
"2020/09/02","22:00","0.239","0.314","-"
"2020/09/02","22:06","0.24","0.316","-"
"2020/09/02","22:12","0.241","0.316","-"
"2020/09/02","22:18","0.242","0.316","-"
"2020/09/02","22:24","0.242","0.316","-"
"2020/09/02","22:30","0.243","0.317","-"
"2020/09/02","22:36","0.244","0.319","-"
"2020/09/02","22:42","0.245","0.318","-"
"2020/09/02","22:48","0.245","0.319","-"
"2020/09/02","22:54","0.246","0.317","-"
"2020/09/02","23:00","0.247","0.322","-"
"2020/09/02","23:06","0.247","0.323","-"
"2020/09/02","23:12","0.248","0.319","-"
"2020/09/02","23:18","0.248","0.32","-"
"2020/09/02","23:24","0.249","0.324","-"
"2020/09/02","23:30","0.249","0.32","-"
"2020/09/02","23:36","0.249","0.323","-"
"2020/09/02","23:42","0.25","0.318","-"
"2020/09/02","23:48","0.25","0.316","-"
"2020/09/02","23:54","0.25","0.32","-"
"2020/09/03","00:00","0.25","0.32","-"
"2020/09/03","00:06","0.25","0.318","-"
"2020/09/03","00:12","0.25","0.316","-"
"2020/09/03","00:18","0.25","0.316","-"
"2020/09/03","00:24","0.25","0.304","-"
"2020/09/03","00:30","0.25","0.307","-"
"2020/09/03","00:36","0.25","0.304","-"
"2020/09/03","00:42","0.249","0.305","-"
"2020/09/03","00:48","0.249","0.309","-"
"2020/09/03","00:54","0.249","0.308","-"
"2020/09/03","01:00","0.248","0.309","-"
"2020/09/03","01:06","0.247","0.306","-"
"2020/09/03","01:12","0.247","0.302","-"
"2020/09/03","01:18","0.246","0.302","-"
"2020/09/03","01:24","0.245","0.296","-"
"2020/09/03","01:30","0.244","0.293","-"
"2020/09/03","01:36","0.243","0.292","-"
"2020/09/03","01:42","0.242","0.293","-"
"2020/09/03","01:48","0.241","0.293","-"
"2020/09/03","01:54","0.24","0.294","-"
"2020/09/03","02:00","0.238","0.293","-"
"2020/09/03","02:06","0.237","0.289","-"
"2020/09/03","02:12","0.235","0.287","-"
"2020/09/03","02:18","0.234","0.285","-"
"2020/09/03","02:24","0.232","0.286","-"
"2020/09/03","02:30","0.23","0.283","-"
"2020/09/03","02:36","0.228","0.28","-"
"2020/09/03","02:42","0.227","0.274","-"
"2020/09/03","02:48","0.225","0.267","-"
"2020/09/03","02:54","0.223","0.267","-"
"2020/09/03","03:00","0.221","0.267","-"
"2020/09/03","03:06","0.218","0.267","-"
"2020/09/03","03:12","0.216","0.263","-"
"2020/09/03","03:18","0.214","0.258","-"
"2020/09/03","03:24","0.212","0.258","-"
"2020/09/03","03:30","0.209","0.257","-"
"2020/09/03","03:36","0.207","0.252","-"
"2020/09/03","03:42","0.205","0.25","-"
"2020/09/03","03:48","0.202","0.245","-"
"2020/09/03","03:54","0.2","0.241","-"
"2020/09/03","04:00","0.197","0.238","-"
"2020/09/03","04:06","0.195","0.234","-"
"2020/09/03","04:12","0.192","0.233","-"
"2020/09/03","04:18","0.19","0.228","-"
"2020/09/03","04:24","0.187","0.228","-"
"2020/09/03","04:30","0.184","0.224","-"
"2020/09/03","04:36","0.182","0.221","-"
"2020/09/03","04:42","0.179","0.219","-"
"2020/09/03","04:48","0.176","0.216","-"
"2020/09/03","04:54","0.174","0.21","-"
"2020/09/03","05:00","0.171","0.206","-"
"2020/09/03","05:06","0.168","0.203","-"
"2020/09/03","05:12","0.166","0.201","-"
"2020/09/03","05:18","0.163","0.201","-"
"2020/09/03","05:24","0.161","0.201","-"
"2020/09/03","05:30","0.158","0.198","-"
"2020/09/03","05:36","0.155","0.195","-"
"2020/09/03","05:42","0.153","0.193","-"
"2020/09/03","05:48","0.15","0.192","-"
"2020/09/03","05:54","0.148","0.188","-"
"2020/09/03","06:00","0.145","0.186","-"
"2020/09/03","06:06","0.143","0.184","-"
"2020/09/03","06:12","0.14","0.178","-"
"2020/09/03","06:18","0.138","0.176","-"
"2020/09/03","06:24","0.135","0.174","-"
"2020/09/03","06:30","0.133","0.173","-"
