STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,EMNT,EMNT_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,HDSD,PRCP,PRCP_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES
PO000008546,"PORTO, PO",41.1331,-8.6,93,1960-11,3.1,"1,E,30,",18.9,"1,E,07,",164.4,357.8,",,,E",12.5,"2,E",15.9,"1,,,E",9.1,"1,,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1960-12,-1,",E,22,",16.9,",E,10,",317.1,255.9,",,,E",8.1,",E",12.3,",,,E",4,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1961-01,-0.7,",E,14,",14.8,",E,27,",307.1,181.3,",,,E",8.4,",E",12.3,",,,E",4.5,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1961-02,3.5,",E,20,",22.3,",E,28,",166.8,81.5,",,,E",12.4,",E",17.5,",,,E",7.3,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1961-03,5.7,",E,09,",26.1,",E,12,",109.9,15.6,",,,E",14.8,",E",21.3,",,,E",8.3,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1961-04,6.4,",E,15,",19.1,",E,04,+",145.7,222.5,",,,E",13.5,",E",17.3,",,,E",9.6,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1961-05,8.1,",E,07,",33.2,",E,08,",53.3,146.1,",,,E",17.4,",E",22.4,",,,E",12.4,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1961-06,7.3,",E,02,",34.4,",E,18,",22.7,42.6,",,,E",19.1,",E",24,",,,E",14.2,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1961-07,10.7,",E,14,",33.1,",E,24,",7.1,34.5,",,,E",20.6,",E",25.6,",,,E",15.6,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1961-08,11.7,",E,26,",38.2,",E,27,",0.4,8.6,",,,E",21.9,",E",29.1,",,,E",14.8,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1961-09,10.8,",E,30,",30.7,",E,23,",21.3,71.3,",,,E",18.3,",E",22.9,",,,E",13.7,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1961-10,4.8,",E,20,",28.5,",E,10,",91.4,202.2,",,,E",15.6,",E",19.9,",,,E",11.2,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1961-11,2.5,",E,30,",23.3,",E,02,",199.2,118,",,,E",11.7,",E",15.7,",,,E",7.7,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1961-12,2.6,",E,20,",18.5,",E,10,",209.1,288,",,,E",11.6,",E",14.6,",,,E",8.5,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1962-01,0.7,",E,07,",19,",E,26,",263.3,117.1,",,,E",9.8,",E",14.3,",,,E",5.3,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1962-02,0.8,",E,01,",17,",E,17,",265.6,51.7,",,,E",8.9,",E",14.1,",,,E",3.5,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1962-03,2.1,",E,26,",18.5,",E,20,",211.8,287.7,",,,E",11.5,",E",15,",,,E",8,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1962-04,3.4,",E,19,",24.4,",E,24,",138.6,54.5,",,,E",13.7,",E",18.5,",,,E",8.9,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1962-05,5,",E,20,",24.9,",E,23,",86,14.9,",,,E",15.6,",E",20.5,",,,E",10.7,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1962-06,9.4,",E,04,",35.4,",E,24,",21,12.4,",,,E",19.7,",E",25.4,",,,E",13.9,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1962-07,10.5,",E,09,",31.1,",E,29,",11.5,37.2,",,,E",18.9,",E",23.9,",,,E",13.9,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1962-08,11,",E,07,",36.5,",E,27,",2.6,0.9,",,,E",19.9,",E",25.8,",,,E",14.1,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1962-09,7.7,",E,27,",31.2,",E,07,",15.1,73.6,",,,E",19.1,",E",23.9,",,,E",14.3,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1962-10,7.5,",E,30,",31.7,",E,05,",29.7,52.2,",,,E",18.4,",E",23.6,",,,E",13.1,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1962-11,-0.6,",E,20,",18,",E,26,",236.2,130.5,",,,E",10.5,",E",15.2,",,,E",5.7,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1962-12,-1.8,"1,E,25,",16.5,"1,E,01,",269.4,116.4,",,,E",8.9,"2,E",12.9,"1,,,E",4.8,"1,,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1963-01,-1.9,",E,30,",15.8,",E,06,",270.7,258,",,,E",9.6,",E",12.6,",,,E",6.6,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1963-02,-3,",E,02,",15.1,",E,25,",275.4,267.5,",,,E",8.5,",E",12,",,,E",5,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1963-03,3.6,",E,24,",19.5,",E,31,+",210.1,148.7,",,,E",11.6,",E",15.2,",,,E",7.9,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1963-04,1.6,",E,06,",24.7,",E,25,",156.1,152.3,",,,E",13.1,",E",18,",,,E",8.3,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1963-05,5.6,",E,24,",26.2,",E,26,+",71.4,32.1,",,,E",16.2,",E",21.5,",,,E",10.9,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1963-06,9.4,",E,03,",35,",E,19,",38.8,89.2,",,,E",17.5,",E",22,",,,E",12.9,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1963-07,9,",E,01,",34.9,",E,19,",13.3,1.8,",,,E",19.9,",E",25.3,",,,E",14.5,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1963-08,9.5,",E,18,",36.8,",E,09,",12.4,12.8,",,,E",18.8,",E",24.5,",,,E",13,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1963-09,8,",E,09,",33.8,",E,26,",25.3,37.3,",,,E",18.4,",E",24,",,,E",12.7,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1963-10,7.1,",E,04,",31.4,",E,08,",52.2,97.6,",,,E",17.3,",E",23,",,,E",11.5,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1963-11,1.3,",E,30,",20.2,",E,21,",151.9,358.8,",,,E",13.3,",E",16.4,",,,E",10.2,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1963-12,-1.6,"1,E,23,",18.5,"1,E,27,",264.3,223.8,",,,E",9.2,"2,E",13.3,"1,,,E",5,"1,,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1964-01,-1.3,",E,28,",20.2,",E,31,+",273.5,39.4,",,,E",9.5,",E",15.1,",,,E",4,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1964-02,0.6,",E,09,",21,",E,02,+",216.2,255.6,",,,E",10.9,",E",15.1,",,,E",6.6,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1964-03,-1.8,",E,09,",18.5,",E,25,",223.8,254.3,",,,E",11.1,",E",15.1,",,,E",7.1,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1964-04,2,",E,06,",25.4,",E,24,",168.6,53,",,,E",12.7,",E",18.2,",,,E",7.2,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1964-05,8.3,",E,10,",33.6,",E,15,",58,46.4,",,,E",17.1,",E",22,",,,E",12.3,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1964-06,11.3,",E,14,",32.7,",E,29,",19.5,86.4,",,,E",19.3,",E",24.3,",,,E",14.4,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1964-07,9.5,",E,10,",36.3,",E,31,",9.2,17.4,",,,E",19.8,",E",24.5,",,,E",15.1,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1964-08,10.9,",E,20,",36.4,",E,01,",5.5,11.1,",,,E",20.7,",E",26.2,",,,E",15.3,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1964-09,11.4,",E,17,",34.8,",E,07,",4.1,82.9,",,,E",20.3,",E",25.7,",,,E",14.8,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1964-10,4.8,",E,26,",30.4,",E,05,",93.2,90.6,",,,E",15.6,",E",20.9,",,,E",10.4,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1964-11,0.8,",E,29,",22.9,",E,01,",206.1,37.8,",,,E",11.5,",E",17.1,",,,E",5.9,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1964-12,-1.8,",E,17,",19.2,",E,04,",329.8,86.4,",,,E",7.7,",E",12.8,",,,E",2.6,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1965-01,-2,",E,05,",17.8,",E,31,",297.4,121.7,",,,E",8.7,",E",13.3,",,,E",4.1,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1965-02,-2.3,",E,20,",19.2,",E,01,",278.1,72.5,",,,E",8.4,",E",13.3,",,,E",3.5,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1965-03,-1,"1,E,06,",26.5,"1,E,28,",183.4,195.9,",,,E",12.2,"2,E",15.9,"1,,,E",8.5,"1,,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1965-04,4.9,",E,22,",24.5,",E,16,",145.2,58.8,",,,E",13.5,",E",18.2,",,,E",8.8,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1965-05,7.4,",E,25,+",34.7,",E,09,",63.9,32.4,",,,E",16.8,",E",22.5,",,,E",11.1,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1965-06,8.3,",E,08,",31.2,",E,27,",26.8,9,",,,E",18.3,",E",22.9,",,,E",13.7,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1965-07,9.5,",E,26,",29.1,",E,26,",21.2,10.4,",,,E",18,",E",23.3,",,,E",12.6,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1965-08,10.4,",E,24,",35.4,",E,26,",3.9,7.4,",,,E",19.8,",E",25.9,",,,E",13.7,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1965-09,7,",E,12,",28.4,",E,20,",65.1,180.8,",,,E",16.4,",E",21.1,",,,E",11.6,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1965-10,8,",E,01,",26.3,",E,27,",43.8,189.1,",,,E",17.2,",E",21.3,",,,E",13,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1965-11,1.2,",E,23,",17.5,",E,08,",201.1,346.2,",,,E",11.6,",E",14.8,",,,E",8.5,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1965-12,0.5,"1,E,09,",18.8,"1,E,17,",230.6,207.7,",,,E",10.4,"2,E",13.6,"1,,,E",7.1,"1,,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1966-01,3.9,",E,07,",21.2,",E,31,",193.2,317.5,",,,E",12.1,",E",14.8,",,,E",9.4,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1966-02,4.6,"1,E,23,",19.3,"1,E,04,",171.7,475.3,",,,E",11.8,"2,E",14.4,"1,,,E",9.1,"1,,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1966-03,2.4,",E,05,",23.3,",E,17,",199,1.9,",,,E",11.9,",E",18.2,",,,E",5.6,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1966-04,4.9,",E,03,+",24.8,",E,30,",144.6,226.8,",,,E",13.5,",E",17.3,",,,E",9.7,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1966-05,4.6,",E,13,",31.8,",E,25,",79.9,37.9,",,,E",16.4,",E",21.9,",,,E",11,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1966-06,9.2,",E,19,",36.7,",E,27,",45.4,42.9,",,,E",18.3,",E",23,",,,E",13.6,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1966-07,10.6,",E,28,",32.6,",E,08,",5.7,0.1,",,,E",20.3,",E",25.5,",,,E",15,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1966-08,10.7,",E,31,",34.7,",E,16,",7.3,30.2,",,,E",19.3,",E",24.4,",,,E",14.2,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1966-09,10.2,",E,04,",34.3,",E,05,",8.2,35.6,",,,E",20,",E",25.9,",,,E",14.1,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1966-10,3.4,",E,28,",27.7,",E,21,",104.5,277.2,",,,E",15.1,",E",19.2,",,,E",10.9,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1966-11,0.5,",E,19,",19.5,",E,14,",256.5,115.5,",,,E",9.8,",E",14.4,",,,E",5.2,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1966-12,0.5,",E,25,",17,",E,18,",283.7,56.7,",,,E",9.2,",E",13.6,",,,E",4.7,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1967-01,-1.5,"1,E,12,+",18.3,"1,E,31,",304.1,145.4,",,,E",8.2,"1,E",12.7,"1,,,E",3.7,"1,,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1967-02,0.6,",E,11,",20.4,",E,21,",227.5,85.4,",,,E",10.2,",E",14.8,",,,E",5.6,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1967-03,1.3,",E,31,",25.7,",E,21,",155.5,130,",,,E",13.3,",E",18.6,",,,E",8.1,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1967-04,2.6,",E,01,",25.9,",E,04,",134.2,39.4,",,,E",13.9,",E",19.4,",,,E",8.3,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1967-05,3.4,",E,03,",25.4,",E,31,",141.7,123.7,",,,E",13.8,",E",18.1,",,,E",9.4,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1967-06,8.5,",E,27,",33.1,",E,28,",11.3,13,",,,E",19.2,",E",25,",,,E",13.4,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1967-07,11.6,",E,23,",29,",E,08,",6.7,0.4,",,,E",19.1,",E",23.7,",,,E",14.5,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1967-08,10.5,",E,14,",31.5,",E,29,",6.5,69.9,",,,E",19.1,",E",24.1,",,,E",14.2,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1967-09,8.7,",E,15,",30,",E,09,",18.8,78,",,,E",18.5,",E",23.3,",,,E",13.8,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1967-10,6.8,",E,30,",29.4,",E,08,",74.3,110.9,",,,E",16.3,",E",20.7,",,,E",11.9,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1967-11,3.1,",E,30,",22.4,",E,11,",188.1,123.3,",,,E",12.1,",E",16.5,",,,E",7.6,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1967-12,-2.1,",E,11,",18.3,",E,02,",311,30.8,",,,E",8.3,",E",13.1,",,,E",3.5,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1968-01,0.2,",E,26,",20,",E,19,",280.4,30,",,,E",9.3,",E",14.8,",,,E",3.8,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1968-02,-1.3,",E,04,",19.7,",E,09,",244,302.6,",,,E",9.9,",E",13.5,",,,E",6.3,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1968-03,2,",E,26,",23.2,",E,26,",214.1,60.1,",,,E",11.4,",E",16,",,,E",6.8,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1968-04,1.2,",E,06,",21.3,",E,08,",191.2,224.9,",,,E",12,",E",15.9,",,,E",8.1,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1968-05,4.1,",E,07,",32,",E,15,",102.2,112.7,",,,E",15.4,",E",20.4,",,,E",10.4,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1968-06,8.9,",E,21,",34.5,",E,28,",38.1,8.6,",,,E",17.9,",E",23,",,,E",12.7,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1968-07,9.4,",E,15,",36.3,",E,21,",11.3,2.2,",,,E",19.4,",E",24.9,",,,E",14,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1968-08,10.5,",E,11,",31.5,",E,02,",2.6,32.1,",,,E",19.6,",E",24.9,",,,E",14.4,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1968-09,7.7,",E,28,",27.6,",E,30,",37.4,98.5,",,,E",17.5,",E",21.9,",,,E",13.1,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1968-10,9.8,"1,E,06,",26.5,"1,E,21,",31.2,137.4,",,,E",17.5,"2,E",22,"1,,,E",13,"1,,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1968-11,6,",E,30,",23.3,",E,21,",143.5,198.8,",,,E",13.6,",E",17.5,",,,E",9.6,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1968-12,-1.5,",E,30,",18.7,",E,22,",256.9,190.1,",,,E",10.1,",E",14,",,,E",6.1,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1969-01,1,",E,05,",21.6,",E,19,",248.2,243,",,,E",10.3,",E",14,",,,E",6.7,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1969-02,-0.3,",E,14,",16.5,",E,25,",269.3,193.1,",,,E",8.7,",E",12.5,",,,E",4.9,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1969-03,0.3,",E,04,",19.9,",E,19,",226.1,164.3,",,,E",11,",E",15.2,",,,E",6.8,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1969-04,2.5,",E,01,",21.1,",E,15,",181.7,110.5,",,,E",12.3,",E",16.9,",,,E",7.7,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1969-05,6.3,",E,05,",28,",E,10,",127.8,231.4,",,,E",14.3,",E",18.1,",,,E",10.4,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1969-06,7.7,",E,01,",30.9,",E,26,",39,91.6,",,,E",17.7,",E",22.4,",,,E",13.1,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1969-07,13.3,",E,09,",36.3,",E,12,",0.3,0.9,",,,E",21.7,",E",27.6,",,,E",15.8,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1969-08,10,",E,02,",35.2,",E,18,",5.1,5.1,",,,E",21,",E",27.1,",,,E",14.8,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1969-09,10.3,",E,25,+",30.1,",E,25,",37.8,120.7,",,,E",17.5,",E",22,",,,E",12.9,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1969-10,7.9,",E,31,",28.5,",E,08,",31.3,51.9,",,,E",17.8,",E",22.8,",,,E",12.8,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1969-11,0.3,",E,28,",22.3,",E,01,",231,193.8,",,,E",10.6,",E",15,",,,E",6.3,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1969-12,-0.9,",E,12,",15.9,",E,19,+",312.2,123,",,,E",8.3,",E",12.6,",,,E",4,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1970-01,0.1,",E,01,",16.1,",E,18,",235.2,390.5,",,,E",10.8,",E",13.6,",,,E",7.9,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1970-02,0,",E,16,",18.6,",E,23,",259.7,69.9,",,,E",9.1,",E",14,",,,E",4.1,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1970-03,-1,",E,10,",23,",E,19,",266.2,25.3,",,,E",9.8,",E",15.6,",,,E",3.9,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1970-04,2,",E,10,",24.1,",E,30,",179.8,19,",,,E",12.3,",E",18.1,",,,E",6.6,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1970-05,4.2,",E,07,",31.9,",E,30,",91.5,131,",,,E",16.6,",E",22,",,,E",11.3,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1970-06,10.5,",E,20,",28.8,",E,01,",37.1,128.4,",,,E",17.4,",E",21.5,",,,E",13.3,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1970-07,11.8,",E,23,",32.6,",E,16,",5.1,7.6,",,,E",20.3,",E",25.5,",,,E",15.1,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1970-08,10,",E,22,+",28.5,",E,09,",12.6,18.9,",,,E",18.7,",E",23.6,",,,E",13.8,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1970-09,8.7,",E,11,",36.8,",E,04,",20.3,20.3,",,,E",20.2,",E",26.2,",,,E",14.1,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1970-10,3.6,",E,25,",30.8,",E,02,",97.3,15.2,",,,E",15.7,",E",22.9,",,,E",8.5,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1970-11,2,",E,13,",27.7,",E,01,",130.6,199.7,",,,E",14,",E",18.6,",,,E",9.4,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1970-12,-2,",E,24,",15.5,",E,05,",361.2,50.8,",,,E",6.7,",E",11.4,",,,E",1.9,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1971-01,-2.1,",E,02,",17.3,",E,09,",289.9,264.5,",,,E",9,",E",12.9,",,,E",5.1,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1971-02,0.1,",E,09,",22.6,",E,25,",222.1,44,",,,E",10.4,",E",16.3,",,,E",4.5,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1971-03,-1.2,",E,09,",20.4,",E,25,+",261.8,77.8,",,,E",9.9,",E",14.9,",,,E",4.9,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1971-04,3.4,",E,03,",22.2,",E,17,",168,84.9,",,,E",12.7,",E",17.1,",,,E",8.4,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1971-05,5,",E,03,",22.3,",E,09,",138.5,116.2,",,,E",13.9,",E",17.5,",,,E",10.3,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1971-06,7,",E,12,",33.7,",E,29,",69,105.5,",,,E",16.5,",E",21,",,,E",12,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1971-07,10.9,",E,27,",33.1,",E,09,",3.1,63.7,",,,E",20.5,",E",24.9,",,,E",16.1,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1971-08,10.8,",E,07,",32.1,",E,31,",13.1,55.7,",,,E",18.8,",E",23.6,",,,E",14,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1971-09,8,",E,19,",32.9,",E,29,",26.3,15.4,",,,E",19,",E",25,",,,E",13,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1971-10,9,",E,10,",27.7,",E,21,+",28.4,19.9,",,,E",17.8,",E",23.4,",,,E",12.2,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1971-11,0.2,",E,25,",25,",E,01,",238,62.4,",,,E",10.4,",E",15.8,",,,E",5,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1971-12,0,",E,31,",19.2,",E,11,",257.1,74.9,",,,E",10,",E",14.4,",,,E",5.7,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1972-01,-0.7,",E,02,",14.4,",E,06,",331.8,212.9,",,,E",7.6,",E",11.8,",,,E",3.5,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1972-02,0.5,",E,17,",15.8,",E,22,+",264.9,249.9,",,,E",9.2,",E",12.9,",,,E",5.5,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1972-03,1,",E,02,",21.2,",E,31,",241.3,142.3,",,,E",10.6,",E",14.7,",,,E",6.4,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1972-04,4.6,",E,10,",24.7,",E,01,",160.5,61.1,",,,E",13,",E",17.7,",,,E",8.2,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1972-05,2.6,",E,01,",26.7,",E,27,",152.5,52.7,",,,E",13.5,",E",18.3,",,,E",8.6,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1972-06,5.9,",E,11,",24.2,",E,15,",100.3,28.5,",,,E",15,",E",19.4,",,,E",10.6,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1972-07,10.1,",E,02,",35.9,",E,12,",8.3,1.8,",,,E",19.7,",E",24.8,",,,E",14.7,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1972-08,10.6,",E,22,+",33.4,",E,18,+",7.7,11.7,",,,E",19.7,",E",25,",,,E",14.4,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1972-09,9.1,",E,18,",26.2,",E,26,",25.1,85.3,",,,E",17.9,",E",22.5,",,,E",13.4,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1972-10,6.6,",E,13,",24,",E,15,",95.7,190.6,",,,E",15.3,",E",19.6,",,,E",10.9,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1972-11,1.5,",E,29,",21.8,",E,04,",165.7,116.4,",,,E",12.8,",E",16.6,",,,E",9,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1972-12,0.8,",E,30,",19.4,",E,19,",262,140.1,",,,E",9.9,",E",14.1,",,,E",5.6,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1973-01,0.1,",E,10,+",16.8,",E,28,",300.8,172.6,",,,E",8.6,",E",13.5,",,,E",3.8,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1973-02,-0.9,",E,17,",18.9,",E,27,",258.1,66.3,",,,E",9.1,",E",14.3,",,,E",3.9,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1973-03,2.6,",E,19,+",22.8,",E,02,",216.5,91.1,",,,E",11.4,",E",17.1,",,,E",5.6,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1973-04,1.9,",E,11,",26.2,",E,04,",153.8,111.4,",,,E",13.2,",E",19,",,,E",7.4,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1973-05,7.1,",E,08,",25.8,",E,11,",98.7,163.6,",,,E",15.2,",E",19.4,",,,E",11,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1973-06,9,",E,02,",32.9,",E,23,",15.2,35.5,",,,E",19.1,",E",24.2,",,,E",13.9,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1973-07,10.9,",E,23,",33.6,",E,10,",8.1,28.1,",,,E",19.4,",E",24.1,",,,E",14.6,",,,E"
